row_id	source	work	locus	locus_id	parva	commentator	term_family	defense_term	deviation_type	deviation_term_sa	classification	agreement_n	agreement_commentators	quote
NIL-146	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 13.26.91	P13_U01_A026_S091	anushasanaparva	nīlakaṇṭhaḥ	ārṣa	आर्षः	absence of the num augment	num-abhāva	auto	1	nīlakaṇṭhaḥ	ा योनिः परमकारणं विरजा निर्मला वितन्वी विशेषेण तन्वी सूक्ष्मा । शय्या दीर्घनिद्रातल्पः 'मरणं जाह्नवीतटे' इति वचनात् अचिरा शीघ्रा विश्वावती विश्वम् अवन्ती पालयन्ती नुमभाव आर्षः । आकृतिः सत्तासामान्यरूपा । 'आकृतिस्तु स्त्रियां रूपे सामान्यवपुषोरपि' (तान्ते ९४) इति मेदिनी इष्टसिद्धा इष्टाः सिद्धाः यस्याः सा सिद्धानामिष्टा इति वा उक्षितानां स्नात
NIL-147	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 13.92.12	P13_U01_A092_S012	anushasanaparva	nīlakaṇṭhaḥ	ārṣa	आर्षः	absence of saṃprasāraṇa	saṃprasāraṇa-abhāva	auto	1	nīlakaṇṭhaḥ	निवप्ते दत्ते सम्प्रसारणाभाव आर्षः। औणादिकस्तन्प्रत्ययो वा ॥१२ ॥
NIL-148	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 13.93.98	P13_U01_A093_S098	anushasanaparva	nīlakaṇṭhaḥ	ārṣa	आर्षोऽडभावश्च	absence of the aṭ augment	aḍ-abhāva	auto	1	nīlakaṇṭhaḥ	भक्षणे यङ्लुकि शत्रन्तस्य रूपम् । इज्यन्ते देवता अस्मिन्निति यजोऽग्निः । तेषां जान आविर्भावस्तस्मिन् जिजायिषि जातोऽस्मि। जनेर्यङन्तात्सनि लुङात्मनेपदे उत्तमपुरुषैकवचनम् आर्षोऽडभावश्च । इहलोके अतो मां जिजाहि जानीहि । अतो योगात् मां जमदग्निरिति नामतो विद्धि । जाजमदित्यत्राद्यपदे प्रथमाक्षरलोपे द्वितीयस्याग्नित्वे जमदग्निरिति सिद्धम् । जिजाहीत्
NIL-149	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 13.99.7	P13_U01_A099_S007	anushasanaparva	nīlakaṇṭhaḥ	ārṣa	आर्षं	gender — feminine	strītva	auto	1	nīlakaṇṭhaḥ	लाजाभिः आर्षं स्त्रीत्वम् ॥७ ॥
NIL-150	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 13.110.3	P13_U01_A110_S003	anushasanaparva	nīlakaṇṭhaḥ	ārṣa	आर्षः	transfer — case	vibhakti-vyatyaya	auto	1	nīlakaṇṭhaḥ	यवेषु नक्षत्राणि न्यसेत् पादौ मूलेनेत्यादिना स्वदेवतासहितेन मूलेन चन्द्रस्य पादौ कल्पयेदित्यर्थः । एवं रोहिण्यादिभिः सदेवताभिर्जंघादयः कल्पनीयाः । सर्वत्र विभक्तिव्यत्यय आर्षः ॥३॥
NIL-151	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 13.118.4	P13_U01_A118_S004	anushasanaparva	nīlakaṇṭhaḥ	ārṣa	आर्षः	elision — segment/syllable	varṇa-lopa	auto	1	nīlakaṇṭhaḥ	तिर्यगा इत्यत्र वर्णलोप आर्षः । सिद्धा इत्यर्थः । धर्मोऽपि मनुष्येषु मूढेषु कामार्थः काम्य एवास्ति न तु निष्कामः एवं गुणा अपि कामार्था एव ॥४॥
GITA-001	GRETIL sa_bhagavadgItA-4comm (TEI, IAST)	Bhagavadgītā with four commentaries	BhG 4.24	BhG 4.24		baladevaḥ	chāndasa	chāndasaḥ	elision (lopa)		probe	1	baladevaḥ	api brahmaiva | tac ca havir homādhāre 'gnau brahmaṇi yajamānenādhvaryuṇā ca brahmaṇā hutaṃ tyaktaṃ prakṣiptaṃ ca | agnir yajamāno 'dhvaryuś ca brahmaivety arthaḥ | brahmāgnāv ity atra ṇi-kāra-lopaś chāndasaḥ | na ca samastaṃ padam iti vācyam | agnau brahma-dṛṣṭer vidheyatvād itthaṃ ca brahma-rūpe sāṅge karmaṇi samādh
GITA-002	GRETIL sa_bhagavadgItA-4comm (TEI, IAST)	Bhagavadgītā with four commentaries	BhG 6.25	BhG 6.25		madhusūdanaḥ	chāndasa	cchāndasaṃ	vowel lengthening		probe	1	madhusūdanaḥ	t | nānudhyāyād bahūn śabdān vāco viglāpanaṃ hi tat [BAU 4.4.21] iti śruteḥ | vāg-vṛtti-nirodhena mano-vṛtti-mātra-śeṣo bhaved ity arthaḥ | cakṣur-ādi-nirodho 'py etasyāṃ bhūmau draṣṭavyaḥ | manasīti cchāndasaṃ dairghyam | tan manaḥ karmedriya-jñānendriya-sahakāri nana-vidha-vikalpa-sādhanaṃ karaṇaṃ jñāne jānātīti jñān
GITA-003	GRETIL sa_bhagavadgItA-4comm (TEI, IAST)	Bhagavadgītā with four commentaries	BhG 6.39	BhG 6.39		baladevaḥ	ārṣa	ārṣam	gender (neuter)		probe	1	baladevaḥ	sambhavati tasmāt tvam eva pratyakṣa-darśī sarvasya parama-guruḥ saṃśayam etaṃ mama cchettum arhasīty arthaḥ ||39|| viśvanāthaḥ : etad etam ||39|| baladevaḥ : etad iti klībtvam ārṣam | tvad iti sarveśvarāt sarvajñatvatto 'nyo 'nīśvaro 'lpajñaḥ kaścid ṛṣiḥ ||39|| BhG 6.40
GITA-004	GRETIL sa_bhagavadgItA-4comm (TEI, IAST)	Bhagavadgītā with four commentaries	BhG 9.3	BhG 9.3		baladevaḥ	ārṣa	ārṣī	case (genitive for the expected case)		probe	1	baladevaḥ	ṇa-prabandhena nāraki-tiryag-ādi-yoniṣv eva bhramantīty arthaḥ ||3|| viśvanāthaḥ --- nanv evam asyātisukha-karatve sati ko nāma saṃsārī syāt | tatrāha aśraddadhānā iti | asyeti karmaṇi ṣaṣṭhī ārṣī | imaṃ dharmam aśraddadhānāḥ śāstra-vākyaiḥ pratipāditaṃ bhakteḥ sarvotkarṣaṃ stuty-artha-vādam eva manyamānā āstik
GITA-005	GRETIL sa_bhagavadgItA-4comm (TEI, IAST)	Bhagavadgītā with four commentaries	BhG 10.24	BhG 10.24		viśvanāthaḥ	ārṣa	ārṣam	unclassified		probe	2	baladevaḥ; viśvanāthaḥ	| senānīnām senāpatīnāṃ madhye deva-senāpatiḥ skando guho 'ham asmi | sarasām deva-khāta-jalāśayānāṃ madhye sāgaraḥ sagara-putraiḥ khāto jalāśayo 'ham asmi ||24|| viśvanāthaḥ : senānīnām ity ārṣam | skandhaḥ kārtikeyaḥ ||24|| baladevaḥ : indrasya sarva-rāja-mukhyatvāt tat-purohitaṃ bṛhaspatiṃ sarva-pat
GITA-006	GRETIL sa_bhagavadgItA-4comm (TEI, IAST)	Bhagavadgītā with four commentaries	BhG 10.24	BhG 10.24		baladevaḥ	ārṣa	ārṣaḥ	augment		probe	2	baladevaḥ; viśvanāthaḥ	ndhaḥ kārtikeyaḥ ||24|| baladevaḥ : indrasya sarva-rāja-mukhyatvāt tat-purohitaṃ bṛhaspatiṃ sarva-patiṃ rāja-purohitānāṃ mukhyaṃ māṃ viddhīti so 'ham ity arthaḥ | senānīnām iti nuḍāgamanas tv ārṣaḥ | sarva-rāja-senānāṃ madhye skandaḥ kārttikeyo 'ham | sarasām sthira-jalānāṃ madhye sāgaro 'ham ||24||
GITA-007	GRETIL sa_bhagavadgItA-4comm (TEI, IAST)	Bhagavadgītā with four commentaries	BhG 10.29	BhG 10.29		baladevaḥ	ārṣa	ārṣaḥ	unclassified		probe	1	baladevaḥ	nāgānām aneka-śirasāṃ madhye 'nantaḥ śeṣo 'ham | yādasām jala-jantūnām adhipo varuṇo 'ham | pitṝṇām rājāryamākhyaḥ pitṛ-devo 'ham | saṃyamatām daṇḍayatāṃ madhye nyāya-daṇḍa-kṛt yamo 'haṃ chādeśābhāva ārṣaḥ ||29|| BhG 10.30 prahlādaś cāsmi daityānāṃ kālaḥ kalayatām aham | mṛgāṇā
GITA-008	GRETIL sa_bhagavadgItA-4comm (TEI, IAST)	Bhagavadgītā with four commentaries	BhG 11.8	BhG 11.8		madhusūdanaḥ	chāndasa	chāndas	unclassified		probe	1	madhusūdanaḥ	iva prākṛtena sva-cakṣuṣā svabhāva-siddhena cakṣuṣā māṃ divya-rūpaṃ draṣṭum na tu śakyase na śaknoṣi tu eva | śakyasa iti pāṭhe śakto na bhaviṣyasīty arthaḥ | sauvādikasyāpi śaknoter daivādikaḥ śyaṃś chāndas iti vā | divādau pāṭho vety eva sāpradāyikam | tarhi tvāṃ draṣṭuṃ kathaṃ śaknuyām ata āha divyam aprākṛt
GITA-009	GRETIL sa_bhagavadgItA-4comm (TEI, IAST)	Bhagavadgītā with four commentaries	BhG 11.35	BhG 11.35		viśvanāthaḥ	ārṣa	ārṣam	unclassified		probe	2	baladevaḥ; viśvanāthaḥ	mpatvādir vikāraḥ sa-gadgadas tad-yuktaṃ yathā syāt | bhīta-bhīto 'tiśayena bhītaḥ san pūrvaṃ namaskṛtya punar api praṇamyātyanta-namro bhūtvāheti sambandhaḥ ||35|| viśvanāthaḥ : namaskṛtvety ārṣam ||35|| baladevaḥ : tato yad abhūt tat saṃjaya uvāca etad iti | keśavasyaitat padya-trayātmakaṃ vacanaṃ śru
GITA-010	GRETIL sa_bhagavadgItA-4comm (TEI, IAST)	Bhagavadgītā with four commentaries	BhG 11.35	BhG 11.35		baladevaḥ	ārṣa	ārṣam	unclassified		probe	2	baladevaḥ; viśvanāthaḥ	baladevaḥ : tato yad abhūt tat saṃjaya uvāca etad iti | keśavasyaitat padya-trayātmakaṃ vacanaṃ śrutvā kirīṭī pārthaḥ vepamāno 'tyadbhutātyugra-rūpa-darśanajena sambhrameṇa sakampaḥ | namakṣṭvety ārṣam | kṛṣṇaṃ namaskṛtya, punaḥ praṇamya, bhīta-bhīto 'tibhayākulaḥ san bhūyaḥ punaar apy āha sa-gadgadaṃ gadgadena kaṇ
GITA-011	GRETIL sa_bhagavadgItA-4comm (TEI, IAST)	Bhagavadgītā with four commentaries	BhG 11.37	BhG 11.37		viśvanāthaḥ	ārṣa	ārṣam	voice (ātmanepada for parasmaipada)		probe	2	baladevaḥ; viśvanāthaḥ	yac-chabdāt prāk-ca-kāram api kecit paṭhanti | etair hetubhis tvāṃ sarve namasyantīti na kim api citram ity arthaḥ ||37|| viśvanāthaḥ : te kasmān na nameran, api tu namerann eva | ātmanepadam ārṣam | sat-kāryam asat-kāraṇaṃ ca tābhyāṃ paraṃ yad akṣaraṃ brahma tat tvam ||37|| baladevaḥ : atha bhagavataḥ
GITA-012	GRETIL sa_bhagavadgItA-4comm (TEI, IAST)	Bhagavadgītā with four commentaries	BhG 11.37	BhG 11.37		baladevaḥ	chāndasa	chāndasam	voice (ātmanepada for parasmaipada)		probe	2	baladevaḥ; viśvanāthaḥ	smāc ceti caturbhiḥ | he mahātman udāra-mate ! he ananta sarva-vyāpin ! he deveśa sarva-deva-niyantaḥ ! he jagannivāsa sarvāśraya ! te siddha-saṅghās te tubhyaṃ kasmād dhetor na nameran ? ātmanepadaṃ chāndasam | api tu praṇameyur eva te | kīdṛśāyety āha | brahmaṇo 'py garīyase gurutarāya yasmād ādi-kartre tattva-sṛṣṭi-
GITA-013	GRETIL sa_bhagavadgItA-4comm (TEI, IAST)	Bhagavadgītā with four commentaries	BhG 11.41	BhG 11.41		śrīdharaḥ	ārṣa	ārṣam	sandhi		probe	3	baladevaḥ; viśvanāthaḥ; śrīdharaḥ	aṃ kṣamāpayati sakhetīti dvyābhyām | tvaṃ prākṛteḥ sakhety evaṃ matvā prasabhaṃ haṭhāt tiraskāreṇa yad uktaṃ tat kṣāmaye tvām ity uttareṇānvayaḥ | kiṃ tat ? he kṛṣṇa he yādava he sakheti ca | sandhir ārṣam | prasabhoktau hetuḥ - tava mahimānaṃ idaṃ ca viśva-rūpam ajānatā ca mayā pramādāt praṇayena snehena yad uktam iti
GITA-014	GRETIL sa_bhagavadgItA-4comm (TEI, IAST)	Bhagavadgītā with four commentaries	BhG 11.41	BhG 11.41		viśvanāthaḥ	ārṣa	ārṣaḥ	sandhi		probe	3	baladevaḥ; viśvanāthaḥ; śrīdharaḥ	| tvaṃ vasudeva-nāmno narasyārdharathatvenāpy aprasiddhasya putraḥ kṛṣṇa iti prasiddhaḥ | he yādaveti | yadu-vaṃśasya tava nāsti rājatvaṃ, mama tu puru-vaṃśasyāsty eva rājatvam | he sakheti | sandhir ārṣaḥ | tad api tvayā saha mama yat sakhyaṃ tatra tava paitrika-prabhāvo na hetuḥ | nāpi kaulikaḥ | kintu tāvaka evety a
GITA-015	GRETIL sa_bhagavadgItA-4comm (TEI, IAST)	Bhagavadgītā with four commentaries	BhG 11.41	BhG 11.41		baladevaḥ	chāndasa	chāndasaḥ	sandhi		probe	3	baladevaḥ; viśvanāthaḥ; śrīdharaḥ	nubhavatā mayā pramādād anavadhānataḥ praṇayena sakhya-premṇā vā yat tvāṃ prati prasabhaṃ haṭhād uktam | tad idānīṃ kṣāmaye kṣamayāmi | kiṃ tad iti cet tatrāha he kṛṣṇety ādi | sakhetīty atra sandhiś chāndasaḥ | etāni trīṇi sambodhanāny anādara-garbhāṇi he kṛṣṇety atra śrī-pūrvakatvābhāvāt | he yādavety atra rājya-vaṃś
GITA-016	GRETIL sa_bhagavadgItA-4comm (TEI, IAST)	Bhagavadgītā with four commentaries	BhG 11.44	BhG 11.44		madhusūdanaḥ	chāndasa	chāndasaḥ	sandhi		probe	2	madhusūdanaḥ; viśvanāthaḥ	! piteva putrasyāparādhaṃ sakheva sakhyur aparādhaṃ priyaḥ priyāyāḥ pativratāyā aparādhaṃ mamāparādhaṃ tvaṃ soḍhum kṣantum arhasi ananya-śaraṇatvān mama | priyāyārhasīty atreva-śabda-lopaḥ sandhiś ca chāndasaḥ ||44|| viśvanāthaḥ : kāyaṃ praṇidhāya bhūmau daṇḍavan nipātya priyāyārhasīti sandhir ārṣaḥ ||44||
GITA-017	GRETIL sa_bhagavadgItA-4comm (TEI, IAST)	Bhagavadgītā with four commentaries	BhG 11.44	BhG 11.44		viśvanāthaḥ	ārṣa	ārṣaḥ	sandhi		probe	2	madhusūdanaḥ; viśvanāthaḥ	tvaṃ soḍhum kṣantum arhasi ananya-śaraṇatvān mama | priyāyārhasīty atreva-śabda-lopaḥ sandhiś ca chāndasaḥ ||44|| viśvanāthaḥ : kāyaṃ praṇidhāya bhūmau daṇḍavan nipātya priyāyārhasīti sandhir ārṣaḥ ||44|| baladevaḥ : yasmād evaṃ tasmād iti | kāyaṃ bhūmau praṇidhāya praṇamyeti sāṣṭāṅgaṃ praṇatiṃ kṛtvā |
GITA-018	GRETIL sa_bhagavadgItA-4comm (TEI, IAST)	Bhagavadgītā with four commentaries	BhG 11.48	BhG 11.48		madhusūdanaḥ	chāndasa	chāndasaḥ	visarga elision		probe	3	baladevaḥ; madhusūdanaḥ; viśvanāthaḥ	a-cāndrāyaṇādibhir ugraiḥ kāyendriya-śoṣakatvena duṣkarair evaṃ-rūpo 'haṃ na śakyo nṛ-loke manuṣya-loke draṣṭuṃ tvad-anyena mad-anugraha-hīnena he kuru-pravīra ! śakyo 'ham iti vaktavye visarga-lopaś chāndasaḥ | pratyekaṃ na-kārābhyāso niṣedha-dāḍhyāya | na ca kriyābhir ity atra ca-kārād anukta-sādhanāntara-samuccayaḥ
GITA-019	GRETIL sa_bhagavadgItA-4comm (TEI, IAST)	Bhagavadgītā with four commentaries	BhG 11.48	BhG 11.48		viśvanāthaḥ	ārṣa	ārṣau	unclassified		probe	3	baladevaḥ; madhusūdanaḥ; viśvanāthaḥ	||48|| viśvanāthaḥ : tubhyaṃ darśitam idaṃ rūpaṃ tu vedādi-sādhanair api durlabham ity āha na vedeti | tvatto 'nyena na kenāpy aham evaṃrūpo draṣṭuṃ śakyaḥ | śakyo 'ham iti | yad-dvaya-lopāv ārṣau | tasmād alabhya-lābham ātmano matvā tvam asminn eveśvare, sarva-durlabhe rūpe mano-niṣṭhāṃ kuru | etad-rūpaṃ dṛṣṭ
GITA-020	GRETIL sa_bhagavadgItA-4comm (TEI, IAST)	Bhagavadgītā with four commentaries	BhG 11.48	BhG 11.48		baladevaḥ	chāndasa	chāndasaḥ	visarga elision		probe	3	baladevaḥ; madhusūdanaḥ; viśvanāthaḥ	eto vidyā vā tapasānvitā | mad-bhaktyāpetam ātmānaṃ na samyak prapunāti hi || iti | tvayā tu bhaktimatā dṛṣṭa evāham anyaiś ca bhaktimadbhir devādibhiḥ | śakyo 'ham iti vaktavye visarga-lopaś chāndasaḥ | na-kārābhyāso niṣedhāḍhyārthaḥ | nṛ-loke ity uktes tal-loke tad-bhaktā devā bahavas tad draṣṭuṃ śaknuvantīty
GITA-021	GRETIL sa_bhagavadgItA-4comm (TEI, IAST)	Bhagavadgītā with four commentaries	BhG 12.8	BhG 12.8		baladevaḥ	chāndasa	chāndasam	unclassified		probe	1	baladevaḥ	mana ādhatsva mat-smaraṇaṃ kurv ity arthaḥ | tathā buddhiṃ vivekavatīṃ niveśaya man-mananaṃ kurv ity arthaḥ | tac ca mananaṃ dhyāna-pratipādaka-śāstra-vākyānuśīlanam | tataś ca mayy eva nivasiṣyasīti chāndasam | mat-samīpa eva nivāsaṃ prāpnoṣīty arthaḥ ||8|| baladevaḥ -- yasmād evaṃ tasmāt tvaṃ mayy eva na tu s
GITA-022	GRETIL sa_bhagavadgItA-4comm (TEI, IAST)	Bhagavadgītā with four commentaries	BhG 13.12	BhG 13.12		śrīdharaḥ	chāndasa	chāndasaḥ	suffix (matup)		probe	1	śrīdharaḥ	d vakṣyamāṇaṃ jñātvāmṛtaṃ mokṣaṃ prāpnoti | kiṃ tat anādimat | ādiman na bhavati iti anādimat | paraṃ niratiśayaṃ brahma | anādi ity etāvataiva bahuvrīhiṇānādimattve siddhe 'pi punar matupaḥ prayogaś chāndasaḥ | yad vā anādīti mat-param iti ca pada-dvayam | mam viṣṇoḥ paraṃ nirviśeṣaṃ rūpaṃ brahmety arthaḥ | tad evāha
GITA-023	GRETIL sa_bhagavadgItA-4comm (TEI, IAST)	Bhagavadgītā with four commentaries	BhG 14.22	BhG 14.22		viśvanāthaḥ	ārṣa	ārṣam	gender (neuter)		probe	1	viśvanāthaḥ	hāyathaṃ sampravṛttāni svataḥ-prāptāni duḥkha-buddhyā yo na dveṣṭi | guṇa-kāryāṇy etāni nivṛttāni ca sukha-buddhyā yo na kāṅkṣati, sa guṇātīta ucyate iti caturthenānvayaḥ | sampravṛttānīti klīb-antam ārṣam ||22|| baladevaḥ : yadyapi sthita-prajñasya kā bhāṣā ity ādinā pṛṣṭam idaṃ prajahāti yadā kāmān ity ādinot
GITA-024	GRETIL sa_bhagavadgItA-4comm (TEI, IAST)	Bhagavadgītā with four commentaries	BhG 14.23	BhG 14.23		śrīdharaḥ	ārṣa	ārṣam	voice (parasmaipada for ātmanepada)		probe	2	viśvanāthaḥ; śrīdharaḥ	air guṇa-kāryaiḥ sukha-duḥkhādibhir na yo vicālyate svarūpān na pracyavate api tu guṇā eva svakāryeṣu vartante | etair mama sambandha eva nāstīti viveka-jñānena yas tuṣṇīm avatiṣṭhati | parasmaipadam ārṣam | neṅgate na calati ||23|| madhusūdanaḥ : evaṃ lakṣ HERE viśvanāthaḥ : kim ācāraḥ iti dvitīya-praś
GITA-025	GRETIL sa_bhagavadgItA-4comm (TEI, IAST)	Bhagavadgītā with four commentaries	BhG 14.23	BhG 14.23		viśvanāthaḥ	ārṣa	ārṣam	voice (parasmaipada for ātmanepada)		probe	2	viśvanāthaḥ; śrīdharaḥ	ḥ sukha-duḥkhādibhir yo na vicālyate svarūpāvasthān na cyavate, api tu guṇa eva sva-sva-kāryeṣu vartanta ity eveti ebhir mama sambandha eva nāstīti viveka-jñānena yas tūṣṇīm avatiṣṭhati parasmaipadam ārṣam | neṅgate na kvāpi daihika-kṛtye yatate | guṇātītaḥ sa ucyate iti guṇātītasya etāni cihnāni etān ācārāṃś ca dṛṣṭva
GITA-026	GRETIL sa_bhagavadgItA-4comm (TEI, IAST)	Bhagavadgītā with four commentaries	BhG 16.1	BhG 16.1		śrīdharaḥ	ārṣa	ārṣaḥ	elision (lopa)		probe	2	baladevaḥ; śrīdharaḥ	citte kṣobhānutpattiḥ | tyāga audāryam | śāntiś cittoparatiḥ | paiśunaṃ parokṣe para-doṣa-prakāśanam | tad-varjanam apaiśunam | bhūteṣu dīneṣu dayā | alolupatam alolupatvaṃ lobhābhāvaḥ | avarṇa-lopa ārṣaḥ | mārdavaṃ mṛdutvam akrūratā | hrīr akārya-pravṛttau loka-lajjā | acāpalaṃ vyartha-kriyā-rāhityam ||2|| ki
GITA-027	GRETIL sa_bhagavadgItA-4comm (TEI, IAST)	Bhagavadgītā with four commentaries	BhG 16.1	BhG 16.1		baladevaḥ	chāndasa	chāndasaḥ	elision (lopa)		probe	2	baladevaḥ; śrīdharaḥ	kopasya nirodhaḥ | tyāgo durukter api tatrāprakāśaḥ | śāntir manasaḥ saṃyamaḥ | apaiśunaṃ parokṣe parānartha-kāri-vākyāprakāśanam | bhūteṣu dayā tad-duḥkhāsahiṣṇutā | aloluptvaṃ nirlobhatā | pa-lopaś chāndasaḥ | mārdavaṃ komalatvam sat-pātra-saṅga-vicchedāsahanam | hrīr vikarmaṇi lajjā | acāpalaṃ vyartha-kriyā-viraha i
